,b3724,b3725,b3726,b3727,b3728
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001
kEscape,0.11894298315872755,0.10951715587748007,10.0,0.1,0.1
KeqOpening,1.0825675745565388,0.9966923519075688,0.004891865833379551,0.317321731566383,0.8520942943951343
KdRNAPCrp,5.405273437500797e-06,6.533203125000795e-06,3.032226562500145e-06,4.7460937500007985e-06,6.340026855470155e-07
