,locus_tag,name,left,right,strand
0,ECK120011203,argP,3256821,3257817,1
1,ECK120011329,lrhA,2557350,2558513,-1
2,ECK120011490,rtcR,3756662,3758260,1
3,ECK120011629,lrp,1040211,1041035,1
4,ECK120011939,norR,2979230,2980813,-1
5,ECK120011950,mngR,835541,836343,-1
6,ECK120012348,melR,4598661,4599794,-1
7,ECK120013165,leuO,85675,86987,1
8,ECK120013176,lysR,3169051,3170057,1
9,ECK120013666,yeiL,2424448,2425405,1
10,ECK120014360,astCADBE,1972114,1978486,-1
11,ECK120014361,pyrH,192235,193097,1
12,ECK120014362,nrdHIEF,2946549,2950575,1
13,ECK120014365,fkpA,3674470,3675388,-1
14,ECK120014366,aqpZ,1023298,1023993,-1
15,ECK120014367,dmsABC,1048795,1052916,1
16,ECK120014368,moaABCDE,887047,890013,1
17,ECK120014369,ptsG,1265013,1267252,1
18,ECK120014371,ldcC,210116,212337,1
19,ECK120014379,dnaAN-recF,4102446,4106338,-1
20,ECK120014380,uspB,3834864,3835387,-1
21,ECK120014381,gdhA,1988378,1989873,1
22,ECK120014382,efp,4633353,4634051,1
23,ECK120014383,sugE,4634485,4634977,1
24,ECK120014384,chpSB,4706508,4707374,1
25,ECK120014387,cbl,2211380,2212357,-1
26,ECK120014389,ydeA,1729643,1730906,1
27,ECK120014391,fliLMNOPQR,2170989,2175157,1
28,ECK120014392,dctA,3877993,3879444,-1
29,ECK120014394,flxA,1786304,1786732,1
30,ECK120014397,trg,1598102,1599929,1
31,ECK120014398,flgAMN,1237362,1238910,-1
32,ECK120014400,aer,3430257,3431881,-1
33,ECK120014402,ycgR,1336660,1337423,-1
34,ECK120014404,cspA,3922233,3922808,1
35,ECK120014405,nanATEK-yhcH,3581973,3586650,-1
36,ECK120014406,dcuC,725382,727229,-1
37,ECK120014408,asr,1817536,1818002,1
38,ECK120014409,fxsA,4626546,4627083,1
39,ECK120014410,ribA,1426705,1427461,-1
40,ECK120014411,osmC,1665449,1665969,1
41,ECK120014412,pth-ychF,1349678,1351499,-1
42,ECK120014413,metK,3287653,3289007,1
43,ECK120014417,inaA,2508951,2509679,-1
44,ECK120014418,iscRSUA,2830959,2833660,-1
45,ECK120014419,dcuD,3587492,3589195,1
46,ECK120014421,glcDEFGBA,3328701,3337364,-1
47,ECK120014423,osmY,4871706,4872747,1
48,ECK120014425,psiE,4505956,4506453,1
49,ECK120014426,hpt,142592,143275,1
50,ECK120014428,mfd,1278477,1281987,-1
51,ECK120014429,ybjC-nfsA-rimK-ybjN,998781,1001402,1
52,ECK120014431,metNIQ,220584,223218,-1
