,locus_tag,name,left,right,strand
0,ECK120011203,argP,3797160,3798156,1
1,ECK120011329,lrhA,3131873,3133036,-1
2,ECK120011490,rtcR,4271215,4272813,1
3,ECK120011629,lrp,1063342,1064166,1
4,ECK120011939,norR,3554698,3556281,-1
5,ECK120012348,melR,5195169,5196302,-1
6,ECK120013176,lysR,3701351,3702357,1
7,ECK120013666,yeiL,2989985,2990942,1
8,ECK120014360,astCADBE,2425467,2431839,-1
9,ECK120014361,pyrH,195204,196066,1
10,ECK120014365,fkpA,4196513,4197431,-1
11,ECK120014366,aqpZ,1046427,1047122,-1
12,ECK120014367,dmsABC,1071887,1076008,1
13,ECK120014368,moaABCDE,939146,942112,1
14,ECK120014369,ptsG,1516158,1518397,1
15,ECK120014371,ldcC,212942,215163,1
16,ECK120014379,dnaAN-recF,4666381,4670273,-1
17,ECK120014380,uspB,4373697,4374220,-1
18,ECK120014381,gdhA,2441731,2443226,1
19,ECK120014382,efp,5229848,5230546,1
20,ECK120014383,sugE,5230980,5231473,1
21,ECK120014384,chpSB,5303657,5304522,1
22,ECK120014387,cbl,2729435,2730412,-1
23,ECK120014389,ydeA,2141367,2142630,1
24,ECK120014391,fliLMNOPQR,2644057,2648224,1
25,ECK120014392,dctA,4424299,4425750,-1
26,ECK120014393,fabB,3166636,3168051,-1
27,ECK120014397,trg,2009792,2011619,1
28,ECK120014398,flgAMN,1488558,1490105,-1
29,ECK120014400,aer,3957087,3958711,-1
30,ECK120014404,cspA,4467315,4467890,1
31,ECK120014405,nanATEK-yhcH,4104261,4108938,-1
32,ECK120014406,dcuC,735938,737785,-1
33,ECK120014407,sodB,2334949,2335825,1
34,ECK120014408,asr,2271056,2271522,1
35,ECK120014409,fxsA,5223054,5223591,1
36,ECK120014410,ribA,1839219,1839975,-1
37,ECK120014411,osmC,2077780,2078299,1
38,ECK120014412,pth-ychF,1702603,1704424,-1
39,ECK120014413,metK,3827992,3829346,1
40,ECK120014417,inaA,3074598,3075327,-1
41,ECK120014418,iscRSUA,3380218,3382919,-1
42,ECK120014419,dcuD,4109780,4111472,1
43,ECK120014423,osmY,5469006,5470047,1
44,ECK120014425,psiE,5093512,5094009,1
45,ECK120014426,hpt,145656,146339,1
46,ECK120014427,gcd,143173,145714,-1
47,ECK120014428,mfd,1529643,1533153,-1
48,ECK120014429,ybjC-nfsA-rimK-ybjN,1016099,1018720,1
49,ECK120014431,metNIQ,223443,226077,-1
50,ECK120014432,serA,3794700,3796160,-1
51,ECK120014433,mhpABCDFE,427013,433481,1
52,ECK120014436,treR,5321822,5322885,-1
53,ECK120014437,mgrB,2510452,2510662,-1
54,ECK120014438,topA,1831424,1834352,1
55,ECK120014439,fiu,963700,966268,-1
56,ECK120014440,exbBD,3890909,3892426,-1
57,ECK120014442,gyrB,4663938,4666499,-1
58,ECK120014443,sufABCDSE,2358585,2364369,-1
59,ECK120014444,micF,3045855,3046197,1
60,ECK120014445,narU,2061908,2063399,-1
61,ECK120014448,amiA-hemF,3275344,3277227,1
62,ECK120014450,trxA,4759019,4759496,1
63,ECK120014451,trxC,3438808,3439352,1
64,ECK120014452,copA,574564,577134,-1
65,ECK120014454,cueO,141383,143005,1
66,ECK120014456,yhfG-fic-pabA,4210172,4211554,-1
67,ECK120014459,fldB,3777912,3778525,1
68,ECK120014463,yhhX,4299022,4300059,-1
69,ECK120014465,lpxP,3223711,3224698,1
70,ECK120014468,cmk-rpsA-ihfB,1090808,1093755,1
71,ECK120014469,hlyE,1670969,1672151,-1
72,ECK120014470,rnb,1847647,1849834,-1
73,ECK120014472,glnK-amtB,538524,540364,1
74,ECK120014476,aspA-dcuA,5219923,5223002,-1
75,ECK120014477,aroP,124633,126346,-1
76,ECK120014478,nac,2730487,2731609,-1
77,ECK120014479,phoPQ,1610041,1612249,-1
78,ECK120014480,polA,4842787,4845704,1
79,ECK120014481,xylAB,4474087,4477070,-1
80,ECK120014482,xylFGHR,4477048,4482327,1
81,ECK120014484,rpmH-rnpA,4670298,4671085,1
82,ECK120014485,torYZ,2556508,2560062,-1
83,ECK120014489,proVWX,3528694,3532275,1
84,ECK120014490,grxA,1015783,1016137,-1
85,ECK120014491,mutS,3580703,3583338,1
86,ECK120014492,cedA,2413134,2413455,-1
87,ECK120014493,zraP,5010088,5010652,-1
88,ECK120014495,rsd,5005157,5005779,-1
89,ECK120014496,pfkA,4907390,4908474,1
90,ECK120014499,torR,1235615,1236345,-1
91,ECK120014500,acnA,1836131,1839213,1
92,ECK120014501,acnB,135686,138644,1
93,ECK120014502,spf,4845757,4845960,1
94,ECK120014504,adiY,5191617,5192643,-1
95,ECK120014505,cdd,2966708,2967722,1
96,ECK120014507,rihB,2989173,2990180,-1
97,ECK120014509,phoH,1327776,1329046,1
98,ECK120014510,tgt-yajC-secDF,489574,494105,1
99,ECK120014511,queA,488550,489711,1
100,ECK120014512,aroKB-damX-dam-rpe-gph-trpS,4224830,4231576,-1
101,ECK120014515,rpsU-dnaG-rpoD,3950177,3954493,1
102,ECK120014517,cvpA-purF-ubiX,3154201,3157098,-1
103,ECK120014518,ompC,3043759,3046200,-1
104,ECK120014519,yhfA,4205320,4205910,-1
105,ECK120014520,ptsHI-crr,3257818,3260771,1
106,ECK120014522,rcsA,2648203,2649137,1
107,ECK120014525,aspV,240380,240617,1
108,ECK120014526,thrW,299879,300057,1
109,ECK120014527,argU,657090,657258,1
110,ECK120014529,valVW,2346126,2346303,1
111,ECK120014530,proL,3021064,3021217,1
112,ECK120014531,valUXY-lysV,3249332,3249857,1
113,ECK120014532,metZWV,3669782,3670156,1
114,ECK120014533,asnT,2713109,2713192,1
115,ECK120014535,asnV,2713109,2713192,1
116,ECK120014536,argW,3192826,3192982,1
117,ECK120014538,ileX,3955128,3955204,1
118,ECK120014541,glyVXY,5246038,5246383,1
119,ECK120014542,leuX,5346698,5347083,1
120,ECK120014543,metT-leuW-glnUW-metU-glnVX,776553,777400,-1
121,ECK120014546,serX,1456705,1456898,-1
122,ECK120014549,serU,2712036,2712169,-1
123,ECK120014550,alaWX,3244824,3245119,-1
124,ECK120014552,glyU,3737314,3737468,-1
125,ECK120014555,proK,4450439,4450600,-1
126,ECK120014556,pheU,5217002,5217159,-1
127,ECK120014561,pykF,2355179,2356822,1
128,ECK120014562,uxuAB,5406172,5409183,1
129,ECK120014563,aldA,2005527,2007179,1
130,ECK120014565,caiF,38529,39068,1
131,ECK120014566,fixABCX,46528,50163,1
132,ECK120014567,ompR-envZ,4246710,4249009,-1
133,ECK120014571,rpoH,4319131,4320389,-1
134,ECK120014572,msrA,5297018,5297791,-1
135,ECK120014573,ampC,5232063,5233341,-1
136,ECK120014574,edd-eda,2533916,2536664,-1
137,ECK120014576,mobAB,4836858,4838073,-1
138,ECK120014580,ychQA-kdsA,1712781,1714949,1
139,ECK120014581,arcA,5496337,5497599,-1
140,ECK120014582,putA,1315740,1319779,-1
141,ECK120014584,cutA,5219469,5219973,-1
142,ECK120014586,napFDAGHBC-ccmABCDEFGH,3024911,3037272,-1
143,ECK120014590,glpEGR,4272701,4274866,-1
144,ECK120014592,hydN-hypF,3558892,3561999,-1
145,ECK120014594,dadAX,1678772,1681470,1
146,ECK120014596,rnc-era-recO-pdxJ-acpS,3421002,3424607,-1
147,ECK120014597,hupA,5008739,5009426,1
148,ECK120014598,hupB,527232,527830,1
149,ECK120014599,xseA,3350290,3351744,1
150,ECK120014602,cfa,2340912,2342272,1
151,ECK120014606,xthA,2431744,2432746,1
152,ECK120014607,tpx,1896119,1896687,-1
153,ECK120014608,adhE,1739489,1742621,-1
154,ECK120014611,pflDC,4950877,4954018,1
155,ECK120014612,pheLA,3457638,3459059,1
156,ECK120014614,pntAB,2274773,2277776,-1
157,ECK120014616,potFGHI,1018921,1023216,1
158,ECK120014617,ppk-ppx,3338959,3342798,1
159,ECK120014619,proBA,297499,299867,1
160,ECK120014620,pspABCDE,1875730,1877822,1
161,ECK120014622,rcsC,3050014,3052863,-1
162,ECK120014626,rnt-lhr,2328073,2333466,1
163,ECK120014627,rph-pyrE,4558955,4560440,-1
164,ECK120014629,rplM-rpsI,4112992,4114102,-1
165,ECK120014630,rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ,4177630,4183303,-1
166,ECK120014635,rpsF-priB-rpsR-rplI,5278649,5280283,1
167,ECK120014636,rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ,4183279,4188454,-1
168,ECK120014637,rpsLG-fusA-tufA,4190051,4194585,-1
169,ECK120014638,rpsMKD-rpoA-rplQ,4174593,4177656,-1
170,ECK120014640,ruvAB,2546147,2548028,-1
171,ECK120014641,secE-nusG,4986121,4987373,1
172,ECK120014642,selAB,4500717,4503997,-1
173,ECK120014643,ydjA-selD-topB,2444444,2448212,-1
174,ECK120014644,serC-aroA,1087097,1089738,1
175,ECK120014647,speF-potE,795279,798793,-1
176,ECK120014648,sspAB,4111484,4112805,-1
177,ECK120014651,tehAB,2018035,2019664,1
178,ECK120014652,thiCEFSGH,4999560,5005105,-1
179,ECK120014655,ubiCA,5105607,5107070,1
180,ECK120014656,udk-dcd,2817481,2818795,-1
181,ECK120014658,uxaB,2133142,2134788,-1
182,ECK120014661,focA-pflB,1080850,1084522,-1
183,ECK120014663,bolA,520402,520918,1
184,ECK120014665,osmB,1843816,1844230,-1
185,ECK120014667,otsBA,2581248,2583617,-1
186,ECK120014668,csgDEFG,1459991,1463055,-1
187,ECK120014669,stpA,3520278,3521269,-1
188,ECK120014671,osmE,2421378,2421889,-1
189,ECK120014673,htpX,2513482,2514592,-1
190,ECK120014674,htpG,560712,562924,1
191,ECK120014677,ibpAB,4657453,4658502,-1
192,ECK120014679,grpE,3470124,3471011,-1
193,ECK120014684,glgS,3931245,3931592,-1
194,ECK120014685,clpB,3451719,3454324,-1
195,ECK120014690,lysU,5207650,5209320,-1
196,ECK120014692,uspA,4374208,4374903,1
197,ECK120014693,upp-uraA,3335014,3337120,-1
198,ECK120014696,clpA,1054155,1056615,1
199,ECK120014698,tsx,495351,496515,-1
200,ECK120014700,endA,3831774,3832622,1
201,ECK120014701,sdaCB,3650629,3653343,1
202,ECK120014702,corA,4795735,4796917,1
203,ECK120014703,soxR,5130586,5131103,1
204,ECK120014704,livKHMGF,4311209,4316240,-1
205,ECK120014708,ppiA,4211631,4212407,-1
206,ECK120014709,cadBA,5210920,5214881,-1
207,ECK120014711,fruBKA,2994648,2998528,-1
208,ECK120014712,ppsA,2384448,2386929,-1
209,ECK120014713,fepA-entD,691115,694376,-1
210,ECK120014715,fepDGC,701040,703891,-1
211,ECK120014717,tonB,1753865,1754691,1
212,ECK120014718,mglBAC,2971737,2975626,-1
213,ECK120014720,gcvTHP,3783255,3788225,-1
214,ECK120014721,gcvA,3664050,3665060,-1
215,ECK120014722,glnHPQ,970048,972511,-1
216,ECK120014724,dps,972714,973360,-1
217,ECK120014725,thrLABC,148,5037,1
218,ECK120014727,umuDC,1672194,1673940,1
219,ECK120014731,lysA,3700038,3701352,-1
220,ECK120014733,malI,2297765,2298911,-1
221,ECK120014734,fpr,4913685,4914567,-1
222,ECK120014735,nfo,2985737,2986676,1
223,ECK120014736,marRAB,2143417,2144619,1
224,ECK120014737,metC,3892432,3893780,1
225,ECK120014740,nadB,3430730,3432415,1
226,ECK120014741,pncB,1118625,1120103,-1
227,ECK120014742,manXYZ,2503659,2506575,1
228,ECK120014743,codBA,411798,414433,1
229,ECK120014744,nrfABCDEFG,5140687,5147288,1
230,ECK120014750,guaBA,3347048,3350377,-1
231,ECK120014752,wza-wzb-wzc-wcaAB,2807442,2813070,-1
232,ECK120014753,rhaT,4899451,4901033,-1
233,ECK120014754,zwf,2536670,2538270,-1
234,ECK120014756,torCAD,1236326,1240751,1
235,ECK120014757,treBC,5318592,5321992,-1
236,ECK120014759,fadBA,4823729,4827299,-1
237,ECK120014760,glpTQ,3079307,3082005,-1
238,ECK120014761,metF,4939214,4940388,1
239,ECK120014763,trpR,5489493,5489942,1
240,ECK120014765,sdaA,2498638,2500160,1
241,ECK120014766,kbl-tdh,4537153,4539615,-1
242,ECK120014767,argE,4960333,4961715,-1
243,ECK120014769,gntT,4258497,4260049,1
244,ECK120014770,accA,211623,212923,1
245,ECK120014771,accBC,4140075,4142262,1
246,ECK120014772,accD,3159365,3160496,-1
247,ECK120014773,acrAB,547319,551893,-1
248,ECK120014775,adiA,5192659,5195012,-1
249,ECK120014776,ampDE,123187,124624,1
250,ECK120014780,ascFB,3563066,3566133,1
251,ECK120014782,atpIBEFHAGDC,4708952,4715969,-1
252,ECK120014784,basRS,5186630,5188399,-1
253,ECK120014785,btuCED,2392523,2394954,-1
254,ECK120014786,caiTABCDE,39187,46685,-1
255,ECK120014787,chbBCARFG,2415888,2421361,-1
256,ECK120014788,chaBC,1717461,1718547,1
257,ECK120014790,creABCD,5492041,5496370,1
258,ECK120014791,cydDC,1058551,1062241,-1
259,ECK120014793,dcm-vsr,2654994,2656892,-1
260,ECK120014794,def-fmt,4168662,4170173,1
261,ECK120014799,fdoGHI-fdhE,4878935,4884458,-1
262,ECK120014802,fliDST,2626270,2628686,1
263,ECK120014804,ftsYEX,4320272,4323490,-1
264,ECK120014805,glyQS,4468461,4471524,-1
265,ECK120014807,hemCDXY,4780326,4784424,-1
266,ECK120014811,hslVU,4921860,4923846,-1
267,ECK120014812,hyaABCDEF,1211030,1216754,1
