,b0167,b0447,b0462,b0463,b0684,b0950,b0951,b0952,b1277,b1377,b2159,b2237,b2895,b3035,b3160,b3924
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,0.11048346289262065,0.2901370157541262,0.38698095376623814,0.46030219220188573,0.12881515103718555,0.1393970477498474,0.15402264055528875,0.25604509357666494,0.1,0.15519816422659768,0.2090059800788493,0.2559312512100719,0.33751455573483363,0.1,0.19427546428318862
KeqOpening,0.9070101251834543,1.0054953402600144,2.6448184605379863,3.530738084572854,4.2025151802389935,1.172525024308119,1.2689676215961665,1.4022947169026165,2.3333203806125336,0.30213038684348814,1.4130123461669293,1.9038410556282843,2.332280526199137,3.0780286080723083,0.8597003290505139,1.7694232085633872
KdRNAPCrp,2.4433593750000743e-05,4.2597656250000704e-05,0.00012468750000000045,0.0001600781250000004,6.363281250000062e-05,1.9482421875000755e-05,6.029296875000063e-05,7.89843750000006e-05,3.322265625000071e-05,8.247070312500787e-06,7.683105468750789e-06,6.996093750000065e-05,3.521484375000071e-05,0.00011062500000000052,2.4140625000000744e-05,1.9166336059578107e-06
