,locus_tag,name,left,right,strand
0,ECK120011203,argP,3336449,3337445,1
1,ECK120011329,lrhA,2677586,2678749,-1
2,ECK120011490,rtcR,3904588,3906186,1
3,ECK120011629,lrp,1048127,1048952,1
4,ECK120011939,norR,3093041,3094624,-1
5,ECK120012348,melR,4811471,4812604,-1
6,ECK120013176,lysR,3240986,3241992,1
7,ECK120013666,yeiL,2520685,2521642,1
8,ECK120014360,astCADBE,1994924,2001296,-1
9,ECK120014361,pyrH,196742,197604,1
10,ECK120014365,fkpA,3822869,3823787,-1
11,ECK120014366,aqpZ,1030977,1031672,-1
12,ECK120014367,dmsABC,1056755,1060876,1
13,ECK120014368,moaABCDE,927335,930301,1
14,ECK120014369,ptsG,1249485,1251723,1
15,ECK120014371,ldcC,214623,216844,1
16,ECK120014379,dnaAN-recF,4315091,4318983,-1
17,ECK120014380,uspB,4004711,4005234,-1
18,ECK120014381,gdhA,2011188,2012683,1
19,ECK120014382,efp,4961544,4962242,1
20,ECK120014383,sugE,4962676,4963168,1
21,ECK120014389,ydeA,1748765,1750028,1
22,ECK120014391,fliLMNOPQR,2191804,2195972,1
23,ECK120014392,dctA,4061242,4062693,-1
24,ECK120014393,fabB,2712685,2714090,-1
25,ECK120014394,flxA,1798500,1798928,1
26,ECK120014396,tsr,5192655,5194579,1
27,ECK120014397,trg,1616948,1618775,1
28,ECK120014398,flgAMN,1219618,1221166,-1
29,ECK120014400,aer,3588570,3590194,-1
30,ECK120014402,ycgR,1322934,1323697,-1
31,ECK120014404,cspA,4100920,4101495,1
32,ECK120014405,nanATEK-yhcH,3730808,3735485,-1
33,ECK120014406,dcuC,730333,732180,-1
34,ECK120014408,asr,1829725,1830191,1
35,ECK120014409,fxsA,4954893,4955430,1
36,ECK120014410,ribA,1474124,1474880,-1
37,ECK120014411,osmC,1685580,1686099,1
38,ECK120014412,pth-ychF,1342049,1343870,-1
39,ECK120014413,metK,3363271,3364625,1
40,ECK120014417,inaA,2620614,2621343,-1
41,ECK120014418,iscRSUA,2914236,2916937,-1
42,ECK120014419,dcuD,3736327,3738030,1
43,ECK120014421,glcDEFGBA,3476596,3485258,-1
44,ECK120014423,osmY,5212261,5213302,1
45,ECK120014426,hpt,147606,148289,1
46,ECK120014428,mfd,1262957,1266467,-1
47,ECK120014429,ybjC-nfsA-rimK-ybjN,1004190,1006811,1
48,ECK120014431,metNIQ,224962,227596,-1
49,ECK120014432,serA,3333943,3335404,-1
50,ECK120014433,mhpABCDFE,431273,437741,1
51,ECK120014437,mgrB,2080646,2080856,-1
52,ECK120014438,topA,1466329,1469257,1
53,ECK120014439,fiu,951670,954238,-1
54,ECK120014440,exbBD,3514740,3516257,-1
55,ECK120014441,fhuE,1251746,1254087,-1
56,ECK120014442,gyrB,4312648,4315209,-1
57,ECK120014443,sufABCDSE,1928202,1933986,-1
58,ECK120014444,micF,2584739,2585081,1
59,ECK120014445,narU,1669386,1670877,-1
60,ECK120014448,amiA-hemF,2801762,2803645,1
61,ECK120014450,trxA,4431033,4431510,1
62,ECK120014451,trxC,2974553,2975097,1
63,ECK120014454,cueO,143488,145110,1
64,ECK120014456,yhfG-fic-pabA,3836528,3837910,-1
65,ECK120014459,fldB,3317548,3318161,1
66,ECK120014463,yhhX,3933654,3934691,-1
67,ECK120014465,lpxP,2752088,2753075,1
68,ECK120014468,cmk-rpsA-ihfB,1075676,1078623,1
