,b2421,b2422,b2762,b2763
RNAP,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001
kEscape,0.45591068971761217,0.513662419898018,0.6509366911208021,0.6048505770364084
KeqOpening,4.162254466046552,4.691972500149298,5.953341290578793,5.529518255412942
KdRNAPCrp,0.00019125000000000028,6.919921875000063e-05,0.00014496093750000045,0.0001233984375000004
