"sample","iM","Val"
"starve_series__t23_growth2","Cysteine-2",-4
"starve_series__t23_growth2","Cysteine-1",-7
"p1k_00077","Cysteine-2",-9
"p1k_00077","Cysteine-1",-6
"p1k_00679","Cysteine-2",-9
"p1k_00679","Cysteine-1",-10
"p1k_00467","Cysteine-2",-10
"p1k_00467","Cysteine-1",-9
"p1k_00579","Cysteine-2",-3
"p1k_00579","Cysteine-1",-8
"p1k_00215","Cysteine-2",-4
"p1k_00215","Cysteine-1",-4
"p1k_00358","Cysteine-2",-7
"p1k_00358","Cysteine-1",-6
"p1k_00568","Cysteine-2",-8
"p1k_00568","Cysteine-1",-9
"p1k_00408","Cysteine-2",-4
"p1k_00408","Cysteine-1",-8
"p1k_00581","Cysteine-2",-9
"p1k_00581","Cysteine-1",-7
"starve_series__t04_starve","Cysteine-2",-9
"starve_series__t04_starve","Cysteine-1",-9
"p1k_00362","Cysteine-2",-4
"p1k_00362","Cysteine-1",-8
"p1k_00327","Cysteine-2",-7
"p1k_00327","Cysteine-1",-7
"p1k_00505","Cysteine-2",-10
"p1k_00505","Cysteine-1",-9
"p1k_00610","Cysteine-2",-4
"p1k_00610","Cysteine-1",-6
"p1k_00651","Cysteine-2",-7
"p1k_00651","Cysteine-1",-3
"p1k_00566","Cysteine-2",-10
"p1k_00566","Cysteine-1",-5
"p1k_00799","Cysteine-2",-5
"p1k_00799","Cysteine-1",-6
"p1k_00461","Cysteine-2",-3
"p1k_00461","Cysteine-1",-10
"p1k_00909","Cysteine-2",-3
"p1k_00909","Cysteine-1",-8
"p1k_00980","Cysteine-2",-9
"p1k_00980","Cysteine-1",-7
"p1k_00937","Cysteine-2",-4
"p1k_00937","Cysteine-1",-4
"p1k_00488","Cysteine-2",-4
"p1k_00488","Cysteine-1",-9
"p1k_00078","Cysteine-2",-7
"p1k_00078","Cysteine-1",-10
"p1k_00312","Cysteine-2",-8
"p1k_00312","Cysteine-1",-5
"p1k_00458","Cysteine-2",-3
"p1k_00458","Cysteine-1",-5
"p1k_00338","Cysteine-2",-10
"p1k_00338","Cysteine-1",-4
"p1k_00223","Cysteine-2",-4
"p1k_00223","Cysteine-1",-8
"p1k_00750","Cysteine-2",-3
"p1k_00750","Cysteine-1",-9
"p1k_00628","Cysteine-2",-10
"p1k_00628","Cysteine-1",-5
"p1k_00902","Cysteine-2",-4
"p1k_00902","Cysteine-1",-6
"p1k_00963","Cysteine-2",-3
"p1k_00963","Cysteine-1",-8
"p1k_00001","Cysteine-2",-4
"p1k_00001","Cysteine-1",-5
"p1k_00730","Cysteine-2",-7
"p1k_00730","Cysteine-1",-7
"p1k_00331","Cysteine-2",-5
"p1k_00331","Cysteine-1",-6
"p1k_00079","Cysteine-2",-5
"p1k_00079","Cysteine-1",-3
"p1k_00124","Cysteine-2",-5
"p1k_00124","Cysteine-1",-8
"p1k_00173","Cysteine-2",-10
"p1k_00173","Cysteine-1",-10
"starve_series__t01_starve","Cysteine-2",-8
"starve_series__t01_starve","Cysteine-1",-6
"p1k_00639","Cysteine-2",-10
"p1k_00639","Cysteine-1",-7
"p1k_00374","Cysteine-2",-6
"p1k_00374","Cysteine-1",-10
"p1k_01011","Cysteine-2",-6
"p1k_01011","Cysteine-1",-6
"p1k_01031","Cysteine-2",-9
"p1k_01031","Cysteine-1",-6
"p1k_00011","Cysteine-2",-9
"p1k_00011","Cysteine-1",-6
"p1k_00345","Cysteine-2",-6
"p1k_00345","Cysteine-1",-9
"p1k_00313","Cysteine-2",-7
"p1k_00313","Cysteine-1",-3
"p1k_00522","Cysteine-2",-3
"p1k_00522","Cysteine-1",-5
"p1k_00263","Cysteine-2",-7
"p1k_00263","Cysteine-1",-4
"p1k_00638","Cysteine-2",-6
"p1k_00638","Cysteine-1",-3
"p1k_00037","Cysteine-2",-7
"p1k_00037","Cysteine-1",-9
"p1k_00513","Cysteine-2",-3
"p1k_00513","Cysteine-1",-9
"p1k_00995","Cysteine-2",-8
"p1k_00995","Cysteine-1",-6
"p1k_00308","Cysteine-2",-4
"p1k_00308","Cysteine-1",-4
"p1k_00927","Cysteine-2",-9
"p1k_00927","Cysteine-1",-10
"p1k_00129","Cysteine-2",-4
"p1k_00129","Cysteine-1",-10
"p1k_00307","Cysteine-2",-9
"p1k_00307","Cysteine-1",-3
"p1k_00465","Cysteine-2",-9
"p1k_00465","Cysteine-1",-10
"p1k_00165","Cysteine-2",-9
"p1k_00165","Cysteine-1",-8
"p1k_00823","Cysteine-2",-5
"p1k_00823","Cysteine-1",-9
"p1k_00026","Cysteine-2",-5
"p1k_00026","Cysteine-1",-6
"p1k_00239","Cysteine-2",-7
"p1k_00239","Cysteine-1",-5
"p1k_00043","Cysteine-2",-9
"p1k_00043","Cysteine-1",-9
"p1k_00619","Cysteine-2",-4
"p1k_00619","Cysteine-1",-6
"p1k_00027","Cysteine-2",-10
"p1k_00027","Cysteine-1",-5
"p1k_00088","Cysteine-2",-4
"p1k_00088","Cysteine-1",-10
"p1k_00883","Cysteine-2",-7
"p1k_00883","Cysteine-1",-3
"p1k_00634","Cysteine-2",-10
"p1k_00634","Cysteine-1",-5
"p1k_00304","Cysteine-2",-9
"p1k_00304","Cysteine-1",-3
"p1k_00877","Cysteine-2",-10
"p1k_00877","Cysteine-1",-3
"p1k_00410","Cysteine-2",-7
"p1k_00410","Cysteine-1",-7
"p1k_00818","Cysteine-2",-4
"p1k_00818","Cysteine-1",-4
"p1k_00334","Cysteine-2",-5
"p1k_00334","Cysteine-1",-8
"p1k_01009","Cysteine-2",-9
"p1k_01009","Cysteine-1",-5
"p1k_00606","Cysteine-2",-9
"p1k_00606","Cysteine-1",-7
"p1k_00717","Cysteine-2",-4
"p1k_00717","Cysteine-1",-9
"p1k_01020","Cysteine-2",-3
"p1k_01020","Cysteine-1",-3
"p1k_00317","Cysteine-2",-7
"p1k_00317","Cysteine-1",-3
"p1k_00167","Cysteine-2",-6
"p1k_00167","Cysteine-1",-8
"p1k_00260","Cysteine-2",-7
"p1k_00260","Cysteine-1",-8
"p1k_00131","Cysteine-2",-7
"p1k_00131","Cysteine-1",-5
"p1k_00376","Cysteine-2",-6
"p1k_00376","Cysteine-1",-3
"p1k_00101","Cysteine-2",-4
"p1k_00101","Cysteine-1",-5
"p1k_00573","Cysteine-2",-5
"p1k_00573","Cysteine-1",-6
"p1k_00916","Cysteine-2",-4
"p1k_00916","Cysteine-1",-3
"p1k_00142","Cysteine-2",-8
"p1k_00142","Cysteine-1",-4
"p1k_00262","Cysteine-2",-5
"p1k_00262","Cysteine-1",-10
"p1k_00153","Cysteine-2",-5
"p1k_00153","Cysteine-1",-10
"p1k_00444","Cysteine-2",-7
"p1k_00444","Cysteine-1",-8
"p1k_00414","Cysteine-2",-9
"p1k_00414","Cysteine-1",-8
"p1k_00728","Cysteine-2",-7
"p1k_00728","Cysteine-1",-8
"p1k_00624","Cysteine-2",-9
"p1k_00624","Cysteine-1",-5
"p1k_00718","Cysteine-2",-9
"p1k_00718","Cysteine-1",-10
"p1k_00185","Cysteine-2",-8
"p1k_00185","Cysteine-1",-9
"p1k_00409","Cysteine-2",-8
"p1k_00409","Cysteine-1",-9
"p1k_00424","Cysteine-2",-7
"p1k_00424","Cysteine-1",-6
"p1k_01003","Cysteine-2",-9
"p1k_01003","Cysteine-1",-9
"p1k_00873","Cysteine-2",-4
"p1k_00873","Cysteine-1",-8
"p1k_00525","Cysteine-2",-5
"p1k_00525","Cysteine-1",-5
"p1k_00933","Cysteine-2",-6
"p1k_00933","Cysteine-1",-5
"p1k_00281","Cysteine-2",-10
"p1k_00281","Cysteine-1",-10
"p1k_00123","Cysteine-2",-6
"p1k_00123","Cysteine-1",-4
"p1k_00742","Cysteine-2",-5
"p1k_00742","Cysteine-1",-6
"p1k_00743","Cysteine-2",-7
"p1k_00743","Cysteine-1",-8
"p1k_00062","Cysteine-2",-6
"p1k_00062","Cysteine-1",-5
"p1k_00089","Cysteine-2",-4
"p1k_00089","Cysteine-1",-8
"p1k_00121","Cysteine-2",-6
"p1k_00121","Cysteine-1",-3
"p1k_00552","Cysteine-2",-8
"p1k_00552","Cysteine-1",-8
"p1k_00113","Cysteine-2",-10
"p1k_00113","Cysteine-1",-5
"p1k_00558","Cysteine-2",-5
"p1k_00558","Cysteine-1",-5
"p1k_00186","Cysteine-2",-9
"p1k_00186","Cysteine-1",-4
"p1k_00296","Cysteine-2",-8
"p1k_00296","Cysteine-1",-8
"p1k_00720","Cysteine-2",-8
"p1k_00720","Cysteine-1",-6
"p1k_00896","Cysteine-2",-9
"p1k_00896","Cysteine-1",-5
"p1k_00187","Cysteine-2",-10
"p1k_00187","Cysteine-1",-6
"p1k_00413","Cysteine-2",-8
"p1k_00413","Cysteine-1",-8
"p1k_00777","Cysteine-2",-6
"p1k_00777","Cysteine-1",-7
"p1k_00831","Cysteine-2",-8
"p1k_00831","Cysteine-1",-4
"p1k_00258","Cysteine-2",-7
"p1k_00258","Cysteine-1",-4
