,b2255,b2256,b2257,b4114,b4544
starve_series__t00_growth1,85.94604595774072,47.185942572171975,18.86530956382429,13.522093082423568,48.65997326361688
starve_series__t01_starve,44.41493001081926,22.25278599694107,20.14255376010485,35.56655920883663,112.43816216897676
starve_series__t02_starve,65.07212297998683,28.601679476001905,41.68453510128864,41.14858409478432,248.63840940125093
starve_series__t03_starve,119.45853525559288,47.70876633993688,50.63809382828397,80.93659390383846,325.5419889199917
starve_series__t04_starve,203.95511486404004,83.64481031710335,57.61272051009306,77.87943482747993,325.88650898195857
starve_series__t05_starve,166.17648198118545,72.74234087883886,54.53528817181173,78.724130834368,364.550071042286
starve_series__t06_starve,149.9591296783928,69.48014681067858,67.75653633299527,83.99331777887825,367.4459589468791
starve_series__t07_starve,89.76265826365216,44.534694142502325,68.33141742991215,79.70759210126079,409.3873535694173
starve_series__t08_starve,79.90499586304288,43.27725125205144,54.97598184986078,79.3370732879426,403.3833293907797
starve_series__t09_starve,57.65361271424807,30.75281424625187,48.60361726792407,76.15620734211836,382.5977450292012
starve_series__t10_starve,45.90257627242972,27.594387080516007,61.09756177609023,71.18131127066789,488.2069843721754
starve_series__t11_starve,35.71214111210562,22.84767085613807,44.85068282383223,59.88649148543054,474.015229670068
starve_series__t12_starve,35.24518727556586,20.82236889150105,57.2612017294611,80.9009123822119,462.56181152001744
starve_series__t14_starve,34.01618846428,21.88218846146261,46.635441816414485,53.6692506218438,498.6112247851527
starve_series__t16_starve,36.799079137402906,27.5382864545181,46.893013703968926,48.24338348530054,412.48200298355664
starve_series__t17_starve,40.92046745284353,24.15985757318754,39.74216564423799,41.68834203687005,343.42050758706165
starve_series__t18_starve,31.234405164009697,24.10284006238169,45.25764653830935,48.48212632390075,339.9112828016072
starve_series__t21_growth2,90.05215310734258,51.39387993217178,17.49531805239489,30.34843279441703,23.015554400148208
starve_series__t22_growth2,59.15496558895936,41.74684694404556,10.50464120843482,42.02639798408602,28.00670231746849
starve_series__t23_growth2,133.76899176570254,75.1341936862261,27.10389081426609,34.29069656189168,62.47533718626877
starve_series__t25_growth2,66.80087231301525,36.48519264879567,17.07535355379831,17.27061889847403,41.7738979652352
starve_series__t26_growth2,41.74712611163382,24.050870546771637,10.1903868453821,13.715490155301678,48.10576622850838
starve_series__t27_growth2,36.68232071396835,17.25294271606721,10.013210047870771,16.68976408423959,26.520745381899214
starve_series__t28_growth2,61.235960832100425,29.844546576503166,15.033060182147286,12.460219924699269,55.29498462622831
p1k_00001,3.001505033801847,2.07393700782233,2.098531405516453,3.191505954542321,2.6287796268533308
p1k_00002,2.46766646592006,2.647808980858632,3.060707297061916,4.358180991260015,2.52222200987504
p1k_00003,4.310441140164759,3.718200637502502,4.1899613908095805,6.297410077692163,7.632468236588633
p1k_00004,4.276231265652843,3.3632185075924013,3.4993212399651283,4.5041459999074975,7.980162932352983
p1k_00005,2.5950768331816647,2.127641503169782,2.271118019213666,3.226597843509838,2.688644380357351
p1k_00006,2.8684265862345315,2.6410152947123597,2.337228443906418,3.744815832068933,2.1873105190715343
p1k_00007,5.017918000949651,4.113398710179201,4.08916154613143,4.532192500378905,6.765735861371882
p1k_00008,4.561495128979635,3.838189854176229,2.867709762547343,4.286158299037488,4.799378721929809
p1k_00009,2.7674967091712466,2.240981794354925,2.392782415038993,4.584960721261684,2.4991046603238205
p1k_00010,2.62290369549675,2.4079507794625377,2.282288366088237,4.659469038498292,3.2521264449605294
p1k_00011,4.5490419773585575,4.422376429362849,3.173629535163939,5.2882712864856725,4.576041006967655
p1k_00012,4.602703281233768,4.093751203024127,3.133193789866983,5.404938646587803,4.515078680296341
p1k_00014,5.336572360835515,4.420844233613477,2.434958439118703,6.924226882458917,4.408931353346069
p1k_00015,5.7761396169589405,5.470816349394188,2.5660807087517625,9.008034622835709,3.9695602989910874
p1k_00016,5.911500517531961,4.281580244751804,3.624038108262212,9.771198240447983,5.277133391949828
p1k_00017,4.710660599932059,4.40500795802355,2.6815595314637,4.503585869655662,4.157747144114002
p1k_00018,4.701290043326171,4.177292438878196,3.170720757075467,4.407570309255124,2.936581073517311
p1k_00019,2.7848905841765013,3.1670095340493765,3.49944140836152,9.5601020371401,5.405178744863389
p1k_00020,2.7067350460614423,4.374324951374074,3.3318328661751107,9.179102535348258,7.6452397403471455
