,b0221,b1187,b2341,b2342,b3081,b3845,b3846
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,0.1,0.22528592063795144,0.10698233933472284,0.1,10.0,0.1,10.0
KeqOpening,0.4784810334736342,2.0524395303154424,0.9736010880657375,0.6165653102367131,0.003092006946298847,0.48725618007974625,0.002306337721334209
KdRNAPCrp,8.868026733399859e-07,0.00011003906250000053,9.492187500000784e-06,4.592285156250801e-06,9.577522277833492e-07,4.268188476563867e-07,1.559448242188149e-07
