,b0583,b0584,b0586,b1102,b2155
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001
kEscape,0.9951193295144066,0.4327202183946386,0.27808375269794566,0.6885397896812984,0.580545714148008
KeqOpening,9.129879825013035,3.949700762849473,2.5346656292521397,6.299416241645021,5.306146416191808
KdRNAPCrp,1.0101010101010101e-05,9.468750000000056e-05,8.953125000000057e-05,8.758209228515628e-06,5.7480468750000667e-05
