,locus_tag,name,left,right,strand
0,ECK120011203,argP,2890542,2891538,1
1,ECK120011329,lrhA,2292955,2294118,-1
2,ECK120011490,rtcR,3418564,3420162,1
3,ECK120011629,lrp,937321,938145,1
4,ECK120011939,norR,2670742,2672325,-1
5,ECK120011950,mngR,723814,724616,-1
6,ECK120012348,melR,4247799,4248932,-1
7,ECK120013165,leuO,86805,88117,1
8,ECK120013176,lysR,2817232,2818238,1
9,ECK120013666,yeiL,2149905,2150862,1
10,ECK120014360,astCADBE,1770368,1776740,-1
11,ECK120014361,pyrH,194561,195423,1
12,ECK120014362,nrdHIEF,2640294,2644320,1
13,ECK120014365,fkpA,3336208,3337126,-1
14,ECK120014366,aqpZ,920056,920751,-1
15,ECK120014367,dmsABC,945866,949987,1
16,ECK120014368,moaABCDE,800774,803740,1
17,ECK120014369,ptsG,1159630,1161869,1
18,ECK120014371,ldcC,212442,214663,1
19,ECK120014379,dnaAN-recF,3768944,3772836,-1
20,ECK120014380,uspB,3501770,3502293,-1
21,ECK120014381,gdhA,1786595,1788090,1
22,ECK120014382,efp,4282643,4283341,1
23,ECK120014383,sugE,4283775,4284268,1
24,ECK120014387,cbl,1965112,1966089,-1
25,ECK120014389,ydeA,1565528,1566791,1
26,ECK120014392,dctA,3543349,3544800,-1
27,ECK120014393,fabB,2327536,2328941,-1
28,ECK120014397,trg,1446345,1448172,1
29,ECK120014398,flgAMN,1131984,1133531,-1
30,ECK120014400,aer,3083638,3085262,-1
31,ECK120014402,ycgR,1231941,1232704,-1
32,ECK120014404,cspA,3581895,3582470,1
33,ECK120014405,nanATEK-yhcH,3230177,3234854,-1
34,ECK120014406,dcuC,614950,616797,-1
35,ECK120014408,asr,1616451,1616917,1
36,ECK120014409,fxsA,4275689,4276226,1
37,ECK120014410,ribA,1324882,1325638,-1
38,ECK120014411,osmC,1512005,1512524,1
39,ECK120014412,pth-ychF,1244869,1246690,-1
40,ECK120014413,metK,2917364,2918718,1
41,ECK120014415,cusCFBA,554132,560539,1
42,ECK120014417,inaA,2239191,2239919,-1
43,ECK120014418,iscRSUA,2525368,2528069,-1
44,ECK120014419,dcuD,3235696,3237399,1
45,ECK120014421,glcDEFGBA,2979836,2988498,-1
46,ECK120014423,osmY,4529335,4530376,1
47,ECK120014425,psiE,4147610,4148107,1
48,ECK120014426,hpt,144088,144771,1
49,ECK120014427,gcd,141605,144146,-1
50,ECK120014428,mfd,1173111,1176621,-1
51,ECK120014429,ybjC-nfsA-rimK-ybjN,895516,898137,1
52,ECK120014431,metNIQ,222954,225588,-1
53,ECK120014432,serA,2888036,2889497,-1
54,ECK120014433,mhpABCDFE,337948,344416,1
55,ECK120014436,treR,4377926,4378989,-1
56,ECK120014437,mgrB,1854349,1854559,-1
57,ECK120014438,topA,1317087,1320015,1
58,ECK120014439,fiu,823241,825809,-1
59,ECK120014440,exbBD,3017989,3019506,-1
60,ECK120014441,fhuE,1161892,1164233,-1
61,ECK120014442,gyrB,3766501,3769062,-1
62,ECK120014445,narU,1498353,1499844,-1
63,ECK120014448,amiA-hemF,2423421,2425304,1
64,ECK120014450,trxA,3855853,3856330,1
65,ECK120014451,trxC,2585210,2585754,1
66,ECK120014452,copA,478022,480592,-1
67,ECK120014454,cueO,139815,141437,1
68,ECK120014456,yhfG-fic-pabA,3349867,3351249,-1
69,ECK120014458,cydAB,729509,732842,1
70,ECK120014459,fldB,2870623,2871236,1
71,ECK120014463,yhhX,3442917,3443954,-1
72,ECK120014464,ygaC,2639509,2640463,-1
73,ECK120014465,lpxP,2373463,2374450,1
74,ECK120014468,cmk-rpsA-ihfB,966255,969202,1
75,ECK120014469,hlyE,1217642,1218813,-1
76,ECK120014470,rnb,1333309,1335496,-1
77,ECK120014472,glnK-amtB,441507,443347,1
78,ECK120014473,yiaKLMNO-lyxK-sgbHUE,3604710,3612933,1
79,ECK120014476,aspA-dcuA,4272558,4275637,-1
80,ECK120014477,aroP,122949,124662,-1
81,ECK120014478,nac,1966164,1967286,-1
82,ECK120014479,phoPQ,1191684,1193892,-1
83,ECK120014480,polA,3953572,3956489,1
84,ECK120014481,xylAB,3590071,3593054,-1
85,ECK120014482,xylFGHR,3593032,3598309,1
86,ECK120014483,hmp,2551515,2552830,1
87,ECK120014484,rpmH-rnpA,3772861,3773648,1
88,ECK120014485,torYZ,1900496,1904050,-1
89,ECK120014486,nikABCDER,3475823,3481373,1
90,ECK120014489,proVWX,2644403,2647983,1
91,ECK120014490,grxA,895200,895554,-1
92,ECK120014491,mutS,2696986,2699621,1
93,ECK120014492,cedA,1757834,1758155,-1
94,ECK120014493,zraP,4109315,4109873,-1
95,ECK120014495,rsd,4104384,4105006,-1
96,ECK120014496,pfkA,4015352,4016436,1
97,ECK120014499,torR,1061550,1062280,-1
98,ECK120014500,acnA,1321794,1324876,1
99,ECK120014501,acnB,134119,137077,1
100,ECK120014502,spf,3956541,3956744,1
101,ECK120014504,adiY,4244247,4245273,-1
102,ECK120014505,cdd,2126618,2127632,1
103,ECK120014507,rihB,2149093,2150100,-1
104,ECK120014509,phoH,1089108,1090378,1
105,ECK120014510,tgt-yajC-secDF,391346,395878,1
106,ECK120014511,queA,390322,391483,1
107,ECK120014512,aroKB-damX-dam-rpe-gph-trpS,3373012,3379758,-1
108,ECK120014515,rpsU-dnaG-rpoD,3076728,3081044,1
109,ECK120014517,cvpA-purF-ubiX,2315283,2318180,-1
110,ECK120014519,yhfA,3345015,3345605,-1
111,ECK120014520,ptsHI-crr,2405814,2408767,1
112,ECK120014524,glmUS,3800514,3804234,-1
113,ECK120014525,aspV,239757,239993,1
114,ECK120014526,thrW,267263,267441,1
115,ECK120014527,argU,533724,533892,1
116,ECK120014528,lysT-valT-lysW,739094,739579,1
117,ECK120014529,valVW,1691684,1691861,1
118,ECK120014530,proL,2180983,2181136,1
119,ECK120014531,valUXY-lysV,2397340,2397865,1
120,ECK120014532,metZWV,2785662,2786036,1
121,ECK120014533,asnT,1949688,1949771,1
122,ECK120014534,asnU,1964993,1965074,1
123,ECK120014535,asnV,1949688,1949771,1
124,ECK120014536,argW,2354330,2354486,1
125,ECK120014538,ileX,3081679,3081755,1
