,locus_tag,name,left,right,strand
0,ECK120011203,argP,3355636,3356632,1
1,ECK120011329,lrhA,2688207,2689370,-1
2,ECK120011490,rtcR,3984892,3986490,1
3,ECK120011629,lrp,986393,987217,1
4,ECK120011939,norR,3113245,3114828,-1
5,ECK120012348,melR,4899267,4900400,-1
6,ECK120013165,leuO,87829,89139,1
7,ECK120013176,lysR,3286983,3287989,1
8,ECK120014360,astCADBE,1979800,1986172,-1
9,ECK120014361,pyrH,201893,202755,1
10,ECK120014365,fkpA,3907995,3908913,-1
11,ECK120014366,aqpZ,969480,970175,-1
12,ECK120014367,dmsABC,994957,999078,1
13,ECK120014368,moaABCDE,839402,842368,1
14,ECK120014369,ptsG,1300564,1302803,1
15,ECK120014379,dnaAN-recF,4381884,4385777,-1
16,ECK120014380,uspB,4073343,4073866,-1
17,ECK120014381,gdhA,1996063,1997558,1
18,ECK120014382,efp,4984288,4984986,1
19,ECK120014383,sugE,4985420,4985913,1
20,ECK120014387,cbl,2259910,2260887,1
21,ECK120014389,ydeA,1792859,1794122,1
22,ECK120014391,fliLMNOPQR,2171279,2175447,1
23,ECK120014392,dctA,4120884,4122335,-1
24,ECK120014393,fabB,2722081,2723486,-1
25,ECK120014396,tsr,5176672,5178596,1
26,ECK120014398,flgAMN,1272917,1274465,-1
27,ECK120014400,aer,3658151,3659775,-1
28,ECK120014402,ycgR,1480891,1481654,-1
29,ECK120014404,cspA,4158778,4159353,1
30,ECK120014405,nanATEK-yhcH,3794176,3798853,-1
31,ECK120014407,sodB,1891376,1892252,1
32,ECK120014408,asr,1831949,1832415,1
33,ECK120014409,fxsA,4977637,4978174,1
34,ECK120014410,ribA,1582809,1583565,-1
35,ECK120014411,osmC,1749501,1750020,1
36,ECK120014412,pth-ychF,1496597,1498418,-1
37,ECK120014413,metK,3382449,3383803,1
38,ECK120014416,cusRS,636949,639150,-1
39,ECK120014418,iscRSUA,2927744,2930445,-1
40,ECK120014421,glcDEFGBA,3534256,3542918,-1
41,ECK120014423,osmY,5199881,5200922,1
42,ECK120014426,hpt,151489,152172,1
43,ECK120014427,gcd,149006,151547,-1
44,ECK120014429,ybjC-nfsA-rimK-ybjN,945187,947808,1
45,ECK120014431,metNIQ,231531,234162,-1
46,ECK120014432,serA,3353131,3354592,-1
47,ECK120014436,treR,5083358,5084421,-1
48,ECK120014437,mgrB,2060295,2060505,-1
49,ECK120014438,topA,1575028,1577956,1
50,ECK120014439,fiu,861744,864312,-1
51,ECK120014441,fhuE,1302826,1305167,-1
52,ECK120014442,gyrB,4379441,4382002,-1
53,ECK120014443,sufABCDSE,1915014,1920798,-1
54,ECK120014444,micF,2599835,2600177,1
55,ECK120014445,narU,1737453,1738944,-1
56,ECK120014448,amiA-hemF,2829789,2831672,1
57,ECK120014450,trxA,4465777,4466254,1
58,ECK120014452,copA,583492,586063,-1
59,ECK120014454,cueO,147340,148962,1
60,ECK120014455,chiA,3898539,3901284,-1
61,ECK120014456,yhfG-fic-pabA,3921654,3923036,-1
62,ECK120014459,fldB,3336736,3337349,1
63,ECK120014463,yhhX,4019049,4020086,-1
64,ECK120014465,lpxP,2777961,2778948,1
65,ECK120014468,cmk-rpsA-ihfB,1012126,1015073,1
66,ECK120014470,rnb,1591232,1593419,-1
67,ECK120014472,glnK-amtB,547111,548951,1
68,ECK120014476,aspA-dcuA,4974506,4977585,-1
69,ECK120014478,nac,2258713,2259835,1
70,ECK120014479,phoPQ,1389209,1391417,-1
71,ECK120014480,polA,4572326,4575242,1
72,ECK120014481,xylAB,4165550,4168533,-1
73,ECK120014482,xylFGHR,4168511,4173790,1
74,ECK120014484,rpmH-rnpA,4385802,4386589,1
75,ECK120014485,torYZ,2106131,2109685,-1
76,ECK120014489,proVWX,3085082,3088663,1
77,ECK120014490,grxA,944871,945225,-1
78,ECK120014491,mutS,3138176,3140811,1
79,ECK120014493,zraP,4732470,4733028,-1
80,ECK120014495,rsd,4727539,4728161,-1
81,ECK120014496,pfkA,4627088,4628172,1
82,ECK120014499,torR,1092002,1092732,-1
83,ECK120014500,acnA,1579735,1582803,1
84,ECK120014501,acnB,141644,144602,1
85,ECK120014502,spf,4575295,4575498,1
86,ECK120014504,adiY,4895704,4896742,-1
87,ECK120014505,cdd,2523409,2524423,1
88,ECK120014507,rihB,2544750,2545757,-1
89,ECK120014509,phoH,1118005,1119274,1
90,ECK120014510,tgt-yajC-secDF,500136,504667,1
91,ECK120014511,queA,499112,500273,1
92,ECK120014512,aroKB-damX-dam-rpe-gph-trpS,3938687,3945433,-1
93,ECK120014515,rpsU-dnaG-rpoD,3651240,3655558,1
94,ECK120014517,cvpA-purF-ubiX,2709557,2712454,-1
95,ECK120014518,ompC,2597715,2600180,-1
96,ECK120014519,yhfA,3916802,3917392,-1
97,ECK120014520,ptsHI-crr,2814317,2817273,1
98,ECK120014522,rcsA,2175426,2176360,1
99,ECK120014524,glmUS,4412746,4416465,-1
100,ECK120014526,thrW,370121,370299,1
101,ECK120014527,argU,626979,627147,1
102,ECK120014529,valVW,1902553,1902730,1
103,ECK120014530,proL,2576671,2576824,1
104,ECK120014531,valUXY-lysV,2801837,2802361,1
105,ECK120014533,asnT,2258516,2258599,-1
106,ECK120014535,asnV,2258516,2258599,-1
107,ECK120014536,argW,2746643,2746799,1
108,ECK120014538,ileX,3656192,3656268,1
109,ECK120014539,argX-hisR-leuT-proM,4482446,4483005,1
110,ECK120014541,glyVXY,5000479,5000824,1
111,ECK120014542,leuX,5115041,5115426,1
112,ECK120014543,metT-leuW-glnUW-metU-glnVX,729264,730111,-1
113,ECK120014545,serT,1075340,1075575,-1
114,ECK120014546,serX,1241062,1241255,-1
115,ECK120014549,serU,2216841,2216974,-1
116,ECK120014550,alaWX,2799076,2799371,-1
117,ECK120014552,glyU,3295426,3295580,-1
118,ECK120014555,proK,4147653,4147814,-1
119,ECK120014556,pheU,4971585,4971742,-1
120,ECK120014557,leuQPV,5195068,5195501,-1
121,ECK120014561,pykF,1911608,1913251,1
122,ECK120014562,uxuAB,5146079,5149090,1
123,ECK120014563,aldA,1682137,1683789,1
124,ECK120014565,caiF,36782,37321,1
125,ECK120014567,ompR-envZ,3961381,3963680,-1
126,ECK120014571,rpoH,4038380,4039638,-1
127,ECK120014572,msrA,5057435,5058208,-1
128,ECK120014573,ampC,4986504,4987782,-1
129,ECK120014576,mobAB,4566397,4567612,-1
130,ECK120014577,trpLEDCBA,1559987,1566740,-1
131,ECK120014580,ychQA-kdsA,1506775,1508943,1
132,ECK120014581,arcA,5229315,5230577,-1
133,ECK120014582,putA,1108415,1112454,-1
134,ECK120014584,cutA,4974052,4974556,-1
135,ECK120014586,napFDAGHBC-ccmABCDEFGH,2578866,2591227,-1
136,ECK120014590,glpEGR,3986378,3988543,-1
137,ECK120014594,dadAX,1474679,1477376,1
138,ECK120014596,rnc-era-recO-pdxJ-acpS,2963485,2967090,-1
