,b2818,b3959,b3958,b3359,b3957,b0273,b3172,b3960,b4254
RNAP,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
kEscape,10.0,0.6074833585278605,0.6161990447636942,0.4229341702340647,10.0,10.0,10.0,10.0,10.0
KeqOpening,0.23873648430333813,5.55372056957602,5.633849377047568,3.8600330999135943,0.21684179596695483,0.33915978266896785,0.6230519222159433,0.46141974887269027,0.15581302958902699
KdRNAPCrp,0.00011109375000000053,0.00013968750000000046,0.00013582031250000042,0.00014226562500000044,0.00017953125000000033,0.00012726562500000043,0.00011191406250000052,0.00023578125000000015,4.488281250000069e-05
