,locus_tag,name,left,right,strand
0,ECK120011203,argP,852064,853060,-1
1,ECK120011329,lrhA,1494058,1495221,1
2,ECK120011490,rtcR,335146,336744,-1
3,ECK120011629,lrp,2977265,2978089,-1
4,ECK120011939,norR,1091704,1093287,1
5,ECK120011950,mngR,3189365,3190167,1
6,ECK120012348,melR,4292615,4293748,1
7,ECK120013165,leuO,3914269,3915581,-1
8,ECK120013176,lysR,940747,941753,-1
9,ECK120013666,yeiL,1639161,1640118,-1
10,ECK120014360,astCADBE,2084363,2090735,1
11,ECK120014361,pyrH,3807213,3808075,-1
12,ECK120014362,nrdHIEF,1119709,1123735,-1
13,ECK120014365,fkpA,417405,418323,1
14,ECK120014366,aqpZ,2995196,2995891,1
15,ECK120014367,dmsABC,2965462,2969583,-1
16,ECK120014368,moaABCDE,3126654,3129620,-1
17,ECK120014369,ptsG,2750605,2752844,-1
18,ECK120014371,ldcC,3787973,3790194,-1
19,ECK120014380,uspB,253549,254072,1
20,ECK120014381,gdhA,2072976,2074471,-1
21,ECK120014382,efp,4220810,4221508,-1
22,ECK120014383,sugE,4219884,4220376,-1
23,ECK120014387,cbl,1847400,1848377,1
24,ECK120014389,ydeA,2325650,2326913,-1
25,ECK120014391,fliLMNOPQR,1893440,1897608,-1
26,ECK120014392,dctA,211042,212493,1
27,ECK120014393,fabB,1459235,1460640,1
28,ECK120014394,flxA,2276067,2276495,-1
29,ECK120014397,trg,2457232,2459059,-1
30,ECK120014398,flgAMN,2778947,2780495,1
31,ECK120014400,aer,676729,678353,1
32,ECK120014402,ycgR,2681051,2681814,1
33,ECK120014404,cspA,174338,174913,-1
34,ECK120014405,nanATEK-yhcH,522006,526683,1
35,ECK120014406,dcuC,3300805,3302652,1
36,ECK120014407,sodB,2180577,2181453,-1
37,ECK120014408,asr,2244772,2245238,-1
38,ECK120014409,fxsA,4227934,4228471,-1
39,ECK120014410,ribA,2587359,2588115,1
40,ECK120014411,osmC,2386818,2387337,-1
41,ECK120014412,pth-ychF,2667065,2668886,1
42,ECK120014413,metK,824884,826238,-1
43,ECK120014415,cusCFBA,3355366,3361773,-1
44,ECK120014417,inaA,1546970,1547698,1
45,ECK120014419,dcuD,519461,521164,-1
46,ECK120014421,glcDEFGBA,773504,782166,1
47,ECK120014423,osmY,4030974,4032015,-1
48,ECK120014425,psiE,4393174,4393671,-1
49,ECK120014426,hpt,3857616,3858299,-1
50,ECK120014427,gcd,3858241,3860782,1
51,ECK120014428,mfd,2735853,2739363,1
52,ECK120014429,ybjC-nfsA-rimK-ybjN,3017745,3020366,-1
53,ECK120014431,metNIQ,3777072,3779706,1
54,ECK120014432,serA,854105,855566,1
55,ECK120014433,mhpABCDFE,3582158,3588626,-1
