"sample","iM","Val"
"p1k_00960","Crp-2",-9
"p1k_00960","DhaR",-7
"p1k_00417","Crp-2",-8
"p1k_00417","DhaR",-8
"p1k_00331","Crp-2",-5
"p1k_00331","DhaR",-4
"p1k_00486","Crp-2",-7
"p1k_00486","DhaR",-3
"p1k_00364","Crp-2",-7
"p1k_00364","DhaR",-8
"p1k_00954","Crp-2",-8
"p1k_00954","DhaR",-3
"p1k_00567","Crp-2",-6
"p1k_00567","DhaR",-7
"p1k_00435","Crp-2",-7
"p1k_00435","DhaR",-6
"p1k_00136","Crp-2",-3
"p1k_00136","DhaR",-4
"p1k_00154","Crp-2",-3
"p1k_00154","DhaR",-9
"p1k_00137","Crp-2",-5
"p1k_00137","DhaR",-4
"p1k_00651","Crp-2",-4
"p1k_00651","DhaR",-4
"p1k_00046","Crp-2",-6
"p1k_00046","DhaR",-8
"p1k_00054","Crp-2",-7
"p1k_00054","DhaR",-5
"p1k_00380","Crp-2",-4
"p1k_00380","DhaR",-10
"p1k_00702","Crp-2",-8
"p1k_00702","DhaR",-6
"p1k_00885","Crp-2",-6
"p1k_00885","DhaR",-3
"p1k_00084","Crp-2",-10
"p1k_00084","DhaR",-7
"p1k_00377","Crp-2",-7
"p1k_00377","DhaR",-3
"p1k_00958","Crp-2",-3
"p1k_00958","DhaR",-8
"p1k_00649","Crp-2",-7
"p1k_00649","DhaR",-9
"p1k_00201","Crp-2",-7
"p1k_00201","DhaR",-6
"p1k_00622","Crp-2",-10
"p1k_00622","DhaR",-4
"p1k_01039","Crp-2",-7
"p1k_01039","DhaR",-3
"starve_series__t16_starve","Crp-2",-6
"starve_series__t16_starve","DhaR",-9
"p1k_00694","Crp-2",-5
"p1k_00694","DhaR",-9
"p1k_01031","Crp-2",-9
"p1k_01031","DhaR",-5
"p1k_00802","Crp-2",-8
"p1k_00802","DhaR",-10
"p1k_00834","Crp-2",-4
"p1k_00834","DhaR",-3
"p1k_01007","Crp-2",-3
"p1k_01007","DhaR",-7
"starve_series__t23_growth2","Crp-2",-9
"starve_series__t23_growth2","DhaR",-7
"p1k_00452","Crp-2",-6
"p1k_00452","DhaR",-8
"p1k_00558","Crp-2",-4
"p1k_00558","DhaR",-6
"p1k_00809","Crp-2",-9
"p1k_00809","DhaR",-4
"p1k_00409","Crp-2",-3
"p1k_00409","DhaR",-7
"p1k_00442","Crp-2",-6
"p1k_00442","DhaR",-4
"p1k_00406","Crp-2",-3
"p1k_00406","DhaR",-7
"p1k_00093","Crp-2",-8
"p1k_00093","DhaR",-10
"p1k_00140","Crp-2",-7
"p1k_00140","DhaR",-4
"p1k_00586","Crp-2",-10
"p1k_00586","DhaR",-10
"p1k_00532","Crp-2",-5
"p1k_00532","DhaR",-7
"p1k_00660","Crp-2",-7
"p1k_00660","DhaR",-9
"p1k_00647","Crp-2",-5
"p1k_00647","DhaR",-3
"p1k_00880","Crp-2",-7
"p1k_00880","DhaR",-10
"p1k_00670","Crp-2",-6
"p1k_00670","DhaR",-4
"p1k_00590","Crp-2",-4
"p1k_00590","DhaR",-5
"p1k_00743","Crp-2",-6
"p1k_00743","DhaR",-3
"p1k_00928","Crp-2",-3
"p1k_00928","DhaR",-10
"p1k_00515","Crp-2",-3
"p1k_00515","DhaR",-7
"p1k_00995","Crp-2",-3
"p1k_00995","DhaR",-6
"p1k_00374","Crp-2",-4
"p1k_00374","DhaR",-6
"p1k_00942","Crp-2",-6
"p1k_00942","DhaR",-9
"p1k_00379","Crp-2",-10
"p1k_00379","DhaR",-6
"starve_series__t08_starve","Crp-2",-4
"starve_series__t08_starve","DhaR",-6
"p1k_00389","Crp-2",-7
"p1k_00389","DhaR",-8
"p1k_00453","Crp-2",-5
"p1k_00453","DhaR",-8
"p1k_00179","Crp-2",-9
"p1k_00179","DhaR",-5
"p1k_00593","Crp-2",-7
"p1k_00593","DhaR",-9
"p1k_00006","Crp-2",-4
"p1k_00006","DhaR",-8
"p1k_00491","Crp-2",-3
"p1k_00491","DhaR",-10
"p1k_00715","Crp-2",-6
"p1k_00715","DhaR",-4
"p1k_00267","Crp-2",-8
"p1k_00267","DhaR",-4
"p1k_00536","Crp-2",-10
"p1k_00536","DhaR",-3
"p1k_00658","Crp-2",-7
"p1k_00658","DhaR",-7
"p1k_00213","Crp-2",-9
"p1k_00213","DhaR",-9
"p1k_00997","Crp-2",-7
"p1k_00997","DhaR",-6
"p1k_00623","Crp-2",-8
"p1k_00623","DhaR",-10
"p1k_00194","Crp-2",-7
"p1k_00194","DhaR",-7
"p1k_00313","Crp-2",-5
"p1k_00313","DhaR",-9
"p1k_00326","Crp-2",-10
"p1k_00326","DhaR",-3
"p1k_00512","Crp-2",-5
"p1k_00512","DhaR",-8
"p1k_00033","Crp-2",-8
"p1k_00033","DhaR",-5
"p1k_00600","Crp-2",-3
"p1k_00600","DhaR",-8
"p1k_01048","Crp-2",-6
"p1k_01048","DhaR",-9
"p1k_00578","Crp-2",-7
"p1k_00578","DhaR",-5
"p1k_00956","Crp-2",-8
"p1k_00956","DhaR",-7
"p1k_00471","Crp-2",-8
"p1k_00471","DhaR",-10
"p1k_00282","Crp-2",-5
"p1k_00282","DhaR",-4
"p1k_00906","Crp-2",-8
"p1k_00906","DhaR",-8
"p1k_00386","Crp-2",-6
"p1k_00386","DhaR",-8
"p1k_00630","Crp-2",-9
"p1k_00630","DhaR",-9
"p1k_00493","Crp-2",-4
"p1k_00493","DhaR",-6
"p1k_00017","Crp-2",-3
"p1k_00017","DhaR",-7
"p1k_00868","Crp-2",-4
"p1k_00868","DhaR",-10
"p1k_00968","Crp-2",-8
"p1k_00968","DhaR",-3
"p1k_00473","Crp-2",-5
"p1k_00473","DhaR",-7
"p1k_00520","Crp-2",-5
"p1k_00520","DhaR",-4
"p1k_00398","Crp-2",-5
"p1k_00398","DhaR",-7
"p1k_00235","Crp-2",-3
"p1k_00235","DhaR",-10
"p1k_00919","Crp-2",-8
"p1k_00919","DhaR",-3
"p1k_00475","Crp-2",-9
"p1k_00475","DhaR",-9
"p1k_00791","Crp-2",-6
"p1k_00791","DhaR",-5
"p1k_01045","Crp-2",-7
"p1k_01045","DhaR",-6
"p1k_00369","Crp-2",-4
"p1k_00369","DhaR",-4
"p1k_00375","Crp-2",-7
"p1k_00375","DhaR",-8
"p1k_00381","Crp-2",-7
"p1k_00381","DhaR",-10
"p1k_00640","Crp-2",-7
"p1k_00640","DhaR",-7
"p1k_00866","Crp-2",-6
"p1k_00866","DhaR",-8
