,locus_tag,name,left,right,strand
0,ECK120011203,argP,1734194,1735190,-1
1,ECK120011329,lrhA,2397666,2398829,1
2,ECK120011490,rtcR,1231173,1232771,-1
3,ECK120011629,lrp,4046799,4047623,-1
4,ECK120011939,norR,2013878,2015461,1
5,ECK120011950,mngR,4251489,4252291,1
6,ECK120012348,melR,369906,371039,1
7,ECK120013165,leuO,85675,86987,1
8,ECK120013176,lysR,1823294,1824300,-1
9,ECK120013666,yeiL,2530774,2531731,-1
10,ECK120014360,astCADBE,2979031,2985403,1
11,ECK120014361,pyrH,192235,193097,1
12,ECK120014362,nrdHIEF,2044116,2048142,-1
13,ECK120014365,fkpA,1314045,1314963,1
14,ECK120014366,aqpZ,4063841,4064536,1
15,ECK120014367,dmsABC,4034918,4039039,-1
16,ECK120014368,moaABCDE,4197820,4200786,-1
17,ECK120014369,ptsG,3621412,3623651,-1
18,ECK120014371,ldcC,210116,212337,1
19,ECK120014379,dnaAN-recF,746369,750261,-1
20,ECK120014380,uspB,1152708,1153231,1
21,ECK120014381,gdhA,2967644,2969139,-1
22,ECK120014382,efp,335435,336133,-1
23,ECK120014383,sugE,334508,335001,-1
24,ECK120014384,chpSB,4826014,4826880,1
25,ECK120014387,cbl,2743823,2744800,1
26,ECK120014389,ydeA,3281229,3282492,-1
27,ECK120014391,fliLMNOPQR,2782361,2786529,-1
28,ECK120014392,dctA,1107313,1108764,1
29,ECK120014394,flxA,3174741,3175169,-1
30,ECK120014397,trg,3248406,3250233,1
31,ECK120014398,flgAMN,3649754,3651302,1
32,ECK120014400,aer,1560129,1561753,1
33,ECK120014402,ycgR,3551241,3552004,1
34,ECK120014404,cspA,1063949,1064524,-1
35,ECK120014405,nanATEK-yhcH,1402691,1407368,1
36,ECK120014406,dcuC,4356439,4358286,1
37,ECK120014408,asr,3142133,3142599,-1
38,ECK120014409,fxsA,342619,343156,-1
39,ECK120014410,ribA,3459865,3460621,1
40,ECK120014412,pth-ychF,3537165,3538986,1
41,ECK120014413,metK,1703004,1704358,-1
42,ECK120014417,inaA,2446500,2447228,1
43,ECK120014418,iscRSUA,2161033,2163734,1
44,ECK120014419,dcuD,1400146,1401849,-1
45,ECK120014421,glcDEFGBA,1654647,1663310,1
46,ECK120014423,osmY,4992550,4993591,1
47,ECK120014425,psiE,472288,472785,-1
48,ECK120014426,hpt,142592,143275,1
49,ECK120014428,mfd,3606677,3610187,1
50,ECK120014429,ybjC-nfsA-rimK-ybjN,4086432,4089053,-1
51,ECK120014431,metNIQ,220584,223218,-1
52,ECK120014432,serA,1736235,1737695,1
53,ECK120014433,mhpABCDFE,4631108,4637576,-1
54,ECK120014436,treR,4844147,4845210,-1
55,ECK120014437,mgrB,2900547,2900757,1
56,ECK120014438,topA,3465488,3468416,-1
