,b1817,b1818,b1819,b1101
RNAP,1e-06,1e-06,1e-06,1e-06
kDeg,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843,0.0023104906018664843
promoterConcVal,1e-09,1e-09,1e-09,1e-09
TF,0.0,0.0,0.0,0.0
u,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778,0.0002777777777777778
mRNA_total,1800.0,1800.0,1800.0,1800.0
cell_volume,1e-15,1e-15,1e-15,1e-15
k_d_TF,1.0,1.0,1.0,1.0
KdRNAP,0.001,0.001,0.001,0.001
kEscape,1.2881625385457627,10.0,10.0,1.0428390715459808
KeqOpening,11.850279631028991,0.5415731762684344,0.4233851456806853,9.571878652721903
KdRNAPCrp,0.0002396875000000002,9.937500000000002e-05,8.539062500000004e-05,0.0004072187500000007
